Player Name,Goals Conceded by team per season,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,49,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,A58,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLR48,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Samuel Clucas,80,HUL,EPL,M,37,3188,36,1,6,9,0,1,3,1,0,1,0,42,7,52,62,13,15,2,13,1,9,89,60,22,25,1277,1536,7,39,191,29,180,0,1,20,3,2,22,4,1,0,0,39,0,2115,42,303,158,614,5,97,0,404,111,0,0,0,0,4,2,18,14,14,2,0,0,75,5,0,0,0,0,1,0,0,66,60,0,88,0,0,1,1,2,40
Dani Garcia,51,EIB,LIGA,M,36,3184,36,0,2,9,0,1,1,1,0,1,0,20,3,75,7,1,23,0,21,1,5,106,80,52,31,1401,1715,1,37,252,10,183,0,1,0,0,0,20,3,1,0,0,20,0,2133,2,266,141,678,2,26,0,371,165,0,0,0,0,0,0,0,0,0,0,0,0,47,10,0,0,0,0,0,0,0,44,43,0,242,0,0,0,0,0,17
Damien Da Silva,65,SMC,FRAN,D,36,3168,36,0,2,4,1,2,0,1,0,0,1,17,4,74,6,1,6,3,5,0,17,80,62,34,31,1177,1505,1,109,253,19,236,0,1,14,4,0,3,0,0,0,0,9,1,2022,26,140,103,398,13,35,2,383,185,0,0,0,0,0,0,0,0,1,0,0,0,60,9,0,0,0,0,1,0,0,162,145,0,160,0,1,0,1,0,21
Christian Eriksen,26,TOT,EPL,M,36,3164,36,0,10,0,0,0,8,15,2,9,6,133,45,23,245,55,112,17,63,34,0,45,34,20,26,1585,1977,13,21,187,28,120,0,0,39,17,5,94,28,3,1,0,50,0,2755,106,677,186,1230,5,355,0,742,106,0,0,0,0,38,8,195,140,55,22,7,0,24,13,0,0,0,0,0,0,0,20,20,0,107,6,0,2,3,2,63
James Milner,42,LIV,EPL,M/D,36,3159,36,0,6,5,0,0,7,3,2,3,0,36,17,44,259,53,57,3,32,21,5,93,62,38,24,1727,2166,24,56,206,29,199,0,1,21,12,7,15,5,0,0,0,22,0,3316,70,617,184,1145,34,293,0,770,224,8,7,0,1,33,11,91,71,33,3,2,0,35,10,0,0,0,0,1,0,0,102,98,0,131,2,0,2,2,7,45
Oier,94,OSA,LIGA,M/D,36,3150,36,0,1,11,0,0,0,2,0,2,0,8,2,90,22,5,18,0,15,1,10,109,83,72,53,859,1238,5,55,266,9,221,0,1,5,2,0,3,0,0,1,0,32,0,1932,24,169,188,418,2,46,1,483,151,0,0,0,0,0,0,0,0,5,0,0,0,84,2,0,0,0,0,1,0,0,133,131,0,99,0,2,1,0,0,14
Gareth McAuley,51,WBA,EPL,D,36,3143,36,0,3,5,0,0,6,1,0,0,1,16,7,71,4,2,5,0,4,0,31,50,37,27,12,491,749,2,114,136,18,190,2,0,16,7,6,0,0,0,0,0,5,1,1268,39,80,97,179,9,22,1,292,130,0,0,0,0,0,0,0,0,3,0,0,0,45,6,0,0,0,0,1,0,0,223,216,0,107,0,0,0,1,4,21
Christian Benteke,63,CRY,EPL,F,36,3137,36,0,7,10,0,0,15,2,0,2,0,105,39,6,0,0,32,1,30,0,1,9,6,81,48,549,918,0,322,57,29,403,0,0,95,37,15,10,2,0,0,0,63,0,1417,211,236,377,404,0,53,0,559,20,4,2,1,1,0,0,0,0,17,1,0,0,58,7,0,0,0,0,0,0,0,47,46,0,16,0,0,37,12,14,52
Ciro Immobile,51,LAZ,SERI,F,37,3124,36,1,6,5,0,0,23,3,0,3,0,136,60,8,28,6,40,6,36,0,0,17,12,38,47,628,801,6,21,82,35,117,0,0,102,53,23,34,7,0,0,1,52,0,1355,234,303,184,465,1,63,0,415,23,6,6,0,0,0,0,1,0,34,1,0,0,47,7,0,0,0,0,0,0,0,16,15,0,31,2,0,43,17,18,84
Ge41n Pezzella,64,BET,LIGA,D,36,3102,36,0,3,10,0,0,1,0,0,0,0,17,6,100,1,0,7,1,7,0,14,72,48,44,28,1018,1364,0,99,151,5,200,0,0,17,6,1,0,0,0,0,0,1,0,1834,36,67,113,288,3,19,0,371,180,0,0,0,0,0,0,0,0,4,0,0,0,59,7,0,0,0,0,2,0,0,166,161,0,99,0,0,8,0,0,6
Antonio Candreva,49,INT,SERI,F/M,38,3019,36,2,19,2,0,0,6,10,0,9,1,88,33,19,377,73,83,16,47,26,1,28,24,13,45,960,1202,49,1,158,48,122,0,1,40,17,5,48,16,1,1,0,30,0,2093,118,415,112,748,4,376,0,683,43,1,0,0,1,11,2,91,68,72,2,0,0,43,2,1,0,0,0,0,0,0,17,16,0,59,4,0,21,7,3,83
Eden Hazard,33,CHE,EPL,F,36,3002,36,0,25,3,0,0,16,5,3,4,1,77,33,28,85,17,88,4,80,3,0,18,12,19,101,1474,1750,7,20,170,143,280,0,1,56,25,15,21,8,1,0,0,61,0,2486,219,905,173,1257,2,159,0,535,64,3,2,0,1,11,1,46,25,18,1,1,0,29,2,0,0,0,0,0,0,0,4,4,0,114,3,0,8,8,8,186
Florian Thauvin,41,OM,FRAN,M,38,2975,36,2,22,2,0,0,15,8,1,6,2,96,38,22,206,44,60,14,36,16,1,39,31,33,43,1056,1360,23,17,157,90,189,0,0,50,23,9,46,15,6,1,1,84,0,2292,147,443,265,753,1,287,0,785,61,1,1,0,0,17,1,99,79,48,9,1,0,31,6,0,0,0,0,0,0,0,17,17,0,63,7,0,11,8,7,172
Ashley Williams,44,EVE,EPL,D,36,3158,35,1,0,7,0,1,1,3,0,1,2,15,6,58,1,0,10,1,7,0,28,53,42,38,13,1410,1720,0,82,178,2,149,0,2,15,6,1,0,0,0,0,0,5,0,2264,30,93,123,390,8,16,0,342,236,0,0,0,0,0,0,0,0,4,0,0,0,40,13,0,0,0,0,1,0,0,286,274,0,166,0,1,3,1,1,2
Nacho Monreal,44,ARS,EPL,D,36,3153,35,1,1,6,0,0,0,2,0,2,0,12,2,88,63,6,12,3,10,0,11,91,62,33,36,1499,1752,6,56,190,13,193,0,3,5,1,0,7,1,0,0,0,18,0,2575,59,442,166,894,19,75,0,394,163,0,0,0,0,0,0,0,0,19,0,0,0,43,11,0,0,0,0,1,0,0,99,87,0,38,0,0,7,2,0,21
Erik Pieters,56,STO,EPL,D,36,3151,35,1,0,5,0,0,0,1,0,1,0,9,0,54,110,20,18,2,14,3,20,105,79,60,58,1008,1329,19,54,190,15,230,1,1,4,0,0,5,0,0,1,0,21,0,2331,20,232,153,553,29,129,0,559,131,0,0,0,0,4,1,0,0,19,0,0,0,50,10,0,0,0,0,0,0,0,110,100,0,58,0,0,1,1,0,20
Carlos Kameni,55,MAL,LIGA,G,35,3150,35,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,2,1,0,5,453,819,0,8,298,2,14,2,0,0,0,0,0,0,0,0,0,0,0,1124,1,19,6,133,0,4,0,379,139,0,0,0,0,0,0,0,0,0,0,0,0,48,8,92,63,28,13,0,7,1,19,19,8,263,0,0,0,0,0,2
Lukasz Skorupski,61,EMP,SERI,G,35,3150,35,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,3,6,416,729,0,12,301,0,15,3,3,0,0,0,0,0,0,0,0,0,1,1163,0,12,6,69,0,6,0,324,71,0,0,0,0,0,0,0,0,0,0,0,0,56,10,144,95,49,10,2,9,4,27,26,14,156,0,0,0,0,0,0
Ryan Shawcross,56,STO,EPL,D,35,3150,35,0,0,6,0,0,1,1,0,0,1,20,7,59,1,1,5,0,4,0,32,45,33,34,22,711,998,1,129,119,10,198,2,1,20,7,1,0,0,0,0,1,3,2,1496,39,66,120,209,9,16,1,317,155,0,0,0,0,0,0,0,0,2,0,0,0,53,9,0,0,0,0,1,0,0,229,216,0,94,0,0,2,0,0,13
Tom Heaton,55,BRN,EPL,G,35,3150,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,2,0,0,0,0,1,463,1126,0,7,355,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1465,0,147,1,347,0,83,0,684,346,0,0,0,0,0,0,0,0,0,0,0,0,48,10,141,84,57,13,0,5,1,15,15,12,378,0,0,0,0,0,0
Michael Keane,55,BRN,EPL,D,35,3150,35,0,0,4,0,0,2,1,0,0,1,23,8,64,4,2,9,1,8,0,44,28,24,14,11,821,1135,2,152,150,5,193,0,2,22,8,2,1,0,0,0,0,8,0,1628,65,111,109,294,9,23,0,353,206,0,0,0,0,0,0,0,0,10,0,0,0,49,10,0,0,0,0,1,0,0,256,244,0,126,0,0,1,0,1,6
Artur Boruc,67,BOU,EPL,G,35,3150,35,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,6,490,888,0,10,280,1,15,2,1,0,0,0,0,0,0,0,0,0,0,1265,0,25,4,145,0,6,0,408,146,0,0,0,0,0,0,0,0,0,0,0,0,63,9,113,65,48,7,0,4,2,25,24,19,235,0,0,0,0,0,1
David de Gea,29,MUN,EPL,G,35,3150,35,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,508,849,0,1,219,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1079,0,54,2,216,0,10,0,345,216,0,0,0,0,0,0,0,0,1,0,0,0,29,14,74,42,32,8,0,4,0,11,11,3,320,0,0,0,0,0,0
Christopher Jullien,41,TFC,FRAN,D,35,3149,35,0,0,2,0,1,4,1,0,0,1,33,11,54,1,0,4,2,3,0,16,51,31,36,22,981,1289,0,145,145,0,213,0,0,33,11,4,0,0,0,0,0,3,0,1797,50,65,90,320,16,15,1,347,230,0,0,0,0,0,0,0,0,3,0,0,0,36,11,0,0,0,0,0,0,0,261,236,0,147,0,2,3,7,2,0
Bruno Martins Indi,56,STO,EPL,D,35,3147,35,0,1,5,0,0,1,0,0,0,0,18,7,60,3,0,2,0,2,0,21,59,43,25,9,964,1110,0,54,172,7,129,0,2,16,6,1,2,1,0,0,0,2,0,1557,22,50,105,277,7,8,0,172,156,0,0,0,0,0,0,0,0,4,1,1,0,50,10,0,0,0,0,0,0,0,209,201,0,69,0,1,2,1,0,8
Ignacio Camacho,55,MAL,LIGA,M,35,3146,35,0,1,15,0,0,4,2,0,1,1,40,13,115,10,5,14,1,12,0,11,105,83,92,64,1421,1880,5,157,230,7,323,1,0,31,12,4,9,1,0,0,0,33,0,2479,47,320,284,761,1,46,0,548,187,0,0,0,0,0,0,0,0,7,0,0,0,50,7,0,0,0,0,1,0,0,82,81,0,91,0,0,6,0,1,12
N'Golo Kante,33,CHE,EPL,M,35,3139,35,0,1,9,0,0,1,1,1,1,0,27,7,82,10,1,22,2,21,0,4,127,82,53,15,1884,2122,1,19,275,36,197,0,1,9,4,1,18,3,0,0,0,29,0,2671,20,563,180,1120,6,49,0,341,169,0,0,0,0,0,0,0,0,5,0,0,0,33,13,0,0,0,0,0,0,0,41,40,0,136,4,0,0,2,1,49
Christophe Kerbrat,53,GUI,FRAN,D,35,3135,35,0,1,4,0,0,0,1,0,0,1,6,1,73,4,0,8,4,7,0,35,58,42,16,32,1324,1621,0,41,180,2,132,0,0,6,1,0,0,0,0,0,0,1,0,2130,25,163,76,462,7,25,4,356,240,0,0,0,0,0,0,0,0,5,0,0,0,48,9,0,0,0,0,3,0,0,209,186,0,161,1,1,1,0,0,2
Leo Dubois,54,NAN,FRAN,D,36,3134,35,1,2,2,0,0,0,7,1,7,0,27,6,62,164,41,38,5,16,15,10,73,63,21,25,1059,1417,25,40,207,27,161,0,1,10,1,0,17,5,0,0,1,29,1,2549,29,282,138,569,22,215,1,723,130,0,0,0,0,15,3,34,32,24,1,0,0,50,9,0,0,0,0,0,0,0,103,90,0,75,0,0,0,1,0,44
Diego Falcinelli,58,CRO,SERI,F,35,3129,35,0,5,7,0,0,13,3,0,3,0,99,34,15,18,6,37,4,34,0,5,29,18,67,84,519,744,6,74,127,34,212,0,0,74,29,13,25,5,0,0,0,112,0,1400,153,213,441,358,3,35,0,502,11,2,2,0,0,0,0,1,0,21,0,0,0,53,3,0,0,0,0,0,0,0,23,22,0,18,0,0,47,4,10,76
Matias Agustin Silvestre,55,SAM,SERI,D,35,3121,35,0,0,3,1,1,0,3,0,1,2,11,3,39,3,0,4,2,1,0,25,23,19,27,16,1802,2039,0,58,185,6,102,0,2,6,1,0,5,2,0,0,0,1,0,2398,15,107,74,556,2,14,0,264,279,0,0,0,0,0,0,0,0,3,0,0,0,50,6,0,0,0,0,0,0,0,197,188,0,117,0,0,0,0,0,9
Julien Feret,65,SMC,FRAN,M,35,3119,35,0,3,1,0,0,2,3,0,2,1,25,6,63,135,44,70,4,40,27,7,59,40,16,37,1426,1811,8,66,323,48,209,0,0,9,4,2,16,2,0,0,1,45,0,2435,28,431,163,864,0,214,0,621,172,0,0,0,0,21,6,89,87,13,1,0,0,61,8,0,0,0,0,0,0,0,41,40,0,109,1,0,0,1,1,77
Federico Fazio,38,ROM,SERI,D,37,3117,35,2,3,3,0,0,2,1,1,1,0,21,5,95,3,0,9,4,8,0,30,57,45,27,19,1605,1874,0,125,182,20,219,0,5,20,5,2,1,0,0,0,0,5,0,2443,31,120,76,571,3,22,1,298,259,0,0,0,0,0,0,0,0,6,0,0,0,34,12,0,0,0,0,0,0,0,267,260,0,120,1,2,1,0,0,23
Diego Lopez,50,ESP,LIGA,G,35,3113,35,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,492,930,0,9,294,1,14,1,0,0,0,0,0,0,0,0,0,0,0,1238,0,22,2,138,0,9,0,449,140,0,0,0,0,0,0,0,0,0,0,0,0,38,11,117,65,51,11,0,2,0,29,28,15,258,0,0,0,0,0,1
Christian Fuchs,63,LEI,EPL,D,36,3103,35,1,2,10,0,0,2,4,1,2,2,21,6,70,96,26,38,4,16,18,13,97,80,29,8,933,1294,16,68,206,13,185,0,2,5,3,1,16,3,1,0,0,11,0,2278,13,245,151,532,31,233,0,667,171,0,0,0,0,7,4,21,19,18,2,0,0,57,8,0,0,0,0,0,0,0,142,131,0,96,0,1,1,1,1,17
Ciprian T41rusanu,57,FIO,SERI,G,35,3100,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,577,839,0,2,307,0,5,4,4,0,0,0,0,0,0,0,0,0,0,1241,0,19,1,85,0,4,0,273,87,0,0,0,0,0,0,0,0,0,0,0,0,51,11,100,65,35,18,0,5,0,30,30,12,166,0,0,0,0,0,0
Federico Ceccherini,58,CRO,SERI,D,35,3100,35,0,2,9,0,0,1,0,0,0,0,15,2,94,8,0,6,0,5,1,25,58,42,50,50,712,991,0,70,153,9,186,0,2,9,1,1,6,1,0,0,0,10,0,1624,22,103,114,271,7,33,0,341,144,0,0,0,0,0,0,0,0,2,0,0,0,50,4,0,0,0,0,1,0,0,256,246,0,111,0,0,2,0,1,10
Petr Cech,44,ARS,EPL,G,35,3098,35,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,470,843,0,4,321,3,11,1,1,0,0,0,0,0,0,0,0,0,1,1227,0,49,2,157,0,6,0,382,156,0,0,0,0,0,0,0,0,0,0,0,0,37,12,115,75,39,23,2,9,0,18,18,9,216,0,0,0,0,0,3
Jason Pun33on,63,CRY,EPL,M,36,3094,35,1,6,9,0,0,0,5,2,1,4,45,11,38,147,47,60,5,34,21,6,73,59,62,37,1192,1468,14,25,255,38,172,2,0,15,7,0,30,4,0,0,0,56,0,2109,59,409,179,798,8,196,1,515,116,0,0,0,0,14,3,94,84,24,4,1,0,53,6,0,0,0,0,0,0,0,36,33,0,79,0,0,1,0,0,52
Koke,27,ATM,LIGA,M,35,3094,35,0,2,6,0,0,4,8,1,4,4,26,10,48,161,38,72,5,39,25,10,91,68,27,55,2077,2472,8,10,257,14,168,0,0,13,6,3,13,4,1,0,0,52,0,3151,36,687,174,1337,4,254,0,675,177,0,0,0,0,30,9,116,90,16,1,0,0,24,19,0,0,0,0,0,0,0,22,21,0,144,3,0,3,1,3,25
Si66 Falette,72,MET,FRAN,D,35,3091,35,0,1,7,0,0,3,1,0,0,1,23,8,91,5,1,9,0,8,0,30,26,15,37,32,881,1107,1,55,192,15,121,0,2,19,7,3,4,1,0,0,1,8,0,1629,29,78,100,278,4,38,2,282,181,0,0,0,0,0,0,0,0,4,0,0,0,66,9,0,0,0,0,0,0,0,189,178,0,141,1,0,0,4,0,18
Yuri Berchiche,53,RSO,LIGA,D,35,3090,35,0,2,9,0,0,3,2,0,2,0,42,8,62,128,33,23,0,21,0,9,76,50,40,42,1371,1677,33,63,230,36,215,0,0,19,3,2,23,5,1,1,1,28,0,2763,54,381,169,801,16,145,0,582,166,0,0,0,0,0,0,0,0,27,0,0,0,47,9,0,0,0,0,0,0,0,74,70,0,65,1,0,3,0,0,77
Diego Costa,33,CHE,EPL,F,35,3089,35,0,8,10,0,0,20,7,0,7,0,111,42,7,9,2,43,6,35,0,3,18,9,43,92,779,1035,2,44,93,56,207,0,0,91,36,18,20,6,2,1,0,120,0,1764,264,364,362,563,3,73,0,583,20,1,0,0,1,0,0,2,0,28,1,0,0,30,9,0,0,0,0,0,0,0,39,37,0,28,6,0,26,12,7,134
Lucas Deaux,53,GUI,FRAN,M,38,3078,35,3,8,4,0,0,2,5,1,5,0,20,8,53,31,8,24,4,19,0,9,94,63,71,24,1331,1685,7,99,222,23,236,0,0,11,4,2,9,4,0,0,0,38,0,2195,37,289,256,668,4,71,0,499,177,0,0,0,0,3,1,0,0,10,2,0,0,47,6,0,0,0,0,1,0,0,41,39,0,128,4,0,4,2,2,35
Baptiste Santamaria,49,SCO,FRAN,M,37,3075,35,2,8,2,0,0,0,0,1,0,0,34,9,71,17,4,14,0,13,1,11,103,71,47,50,1303,1611,3,62,230,23,236,0,2,7,2,0,27,7,0,0,0,33,1,2151,17,230,176,596,3,37,0,426,179,0,0,0,0,1,1,1,0,15,0,0,0,45,8,0,0,0,0,0,0,0,51,47,0,113,0,0,1,3,0,33
Oriol Romeu,48,SOU,EPL,M,35,3072,35,0,1,11,0,0,1,0,0,0,0,28,6,89,3,2,17,1,17,0,13,117,87,66,35,1741,2068,2,75,305,29,253,0,2,8,3,1,20,3,0,0,0,28,0,2594,17,261,230,865,8,18,0,391,258,0,0,0,0,0,0,0,0,3,0,0,0,42,13,0,0,0,0,0,0,0,66,65,0,99,0,0,1,0,1,30
Diego Laxalt,64,GEN,SERI,M/D,35,3051,35,0,6,4,0,0,1,4,0,4,0,29,6,44,142,28,35,6,29,2,4,65,48,44,64,857,1153,25,19,201,51,199,0,0,19,4,1,10,2,0,0,0,49,0,2030,75,308,182,577,17,147,0,603,70,0,0,0,0,6,1,9,5,22,0,0,0,58,4,0,0,0,0,0,0,0,66,61,0,35,0,0,1,2,0,76
Dele Alli,26,TOT,EPL,F/M,37,3043,35,2,13,4,0,0,18,7,0,7,0,94,44,11,22,0,52,5,45,0,1,52,36,50,76,1072,1328,0,14,165,51,192,0,0,58,32,17,36,12,1,0,1,77,0,2029,147,509,272,813,5,100,0,550,43,1,1,0,0,0,0,3,0,22,0,0,0,22,8,0,0,0,0,0,0,0,17,17,0,59,3,0,11,11,11,130
Radja Nainggolan,38,ROM,SERI,M,37,3043,35,2,13,2,0,0,11,5,0,4,1,90,24,38,90,13,68,12,58,4,3,67,57,46,57,1217,1521,10,30,239,30,182,0,0,32,11,7,58,13,4,0,0,48,0,2146,109,439,150,835,1,159,0,532,73,0,0,0,0,0,0,15,11,35,3,1,0,31,9,0,0,0,0,0,0,0,28,26,0,108,9,0,9,3,2,41
Manu Trigueros,33,VIL,LIGA,F/M,37,3038,35,2,12,4,0,0,5,1,2,1,0,46,20,28,66,18,43,3,33,9,6,73,58,40,47,1635,1890,5,26,229,36,179,0,0,18,7,4,28,13,1,0,0,49,0,2390,40,392,188,888,1,123,0,431,185,0,0,0,0,11,2,50,33,13,3,2,0,28,9,0,0,0,0,0,0,0,22,22,0,154,5,0,0,1,1,56
Victor Wanyama,26,TOT,EPL,M,36,3015,35,1,5,10,0,0,4,1,0,0,1,40,13,40,14,2,32,2,30,1,10,90,62,66,35,1724,1971,2,62,242,51,236,1,2,17,4,4,23,9,0,0,0,34,0,2464,47,376,212,968,2,23,0,350,164,0,0,0,0,0,0,0,0,13,0,0,0,25,12,0,0,0,0,0,0,0,69,65,0,118,1,0,0,3,4,65
Antoine Griezmann,27,ATM,LIGA,F/M,35,2975,35,0,14,3,0,0,16,8,1,7,1,87,41,17,23,4,53,12,45,0,3,45,32,28,31,970,1237,2,43,130,25,142,0,0,50,23,11,37,18,5,0,0,42,0,1676,116,387,175,712,1,78,0,420,43,2,0,0,2,3,1,5,3,16,6,1,1,24,8,0,0,0,0,0,0,0,14,13,0,42,5,0,26,6,10,53
Edinson Cavani,27,PSG,FRAN,F,36,2974,35,1,13,5,0,0,35,4,0,4,0,144,66,14,13,2,26,2,22,0,3,21,17,25,11,426,518,2,12,50,7,51,0,1,126,60,31,18,6,4,0,0,16,0,855,222,150,79,249,1,28,0,178,11,8,7,0,1,0,0,0,0,16,6,1,1,27,11,0,0,0,0,0,0,0,16,16,0,23,1,0,63,37,32,16
Ledian Memushaj,81,PES,SERI,M,36,2961,35,1,10,3,0,0,1,3,3,3,0,53,21,43,61,14,39,3,35,1,5,51,40,41,64,1313,1640,12,20,232,56,191,0,0,22,12,1,31,9,0,0,0,63,0,2280,112,504,218,894,5,125,0,555,124,2,0,1,1,2,0,20,10,25,2,0,0,69,3,0,0,0,0,0,0,0,32,32,0,45,4,0,7,4,0,91
Lorenzo Insigne,39,NAP,SERI,F/M,37,2935,35,2,16,2,0,0,18,9,1,9,0,147,56,29,70,19,66,12,57,0,1,40,30,9,22,2016,2341,19,1,186,59,122,0,1,69,31,15,78,25,3,0,0,49,0,3015,182,722,145,1420,5,188,1,569,57,2,2,0,0,0,0,7,2,32,12,1,0,31,8,0,0,0,0,0,0,0,6,6,0,73,6,0,25,8,9,115
Jasmin Kurtic,41,ATA,SERI,M,37,2759,35,2,20,7,0,0,6,3,1,2,1,65,19,27,53,14,25,4,22,0,4,42,33,58,60,1022,1244,13,81,168,27,207,0,0,43,14,6,22,5,0,0,0,34,0,1726,93,331,227,650,2,74,0,367,91,0,0,0,0,0,0,1,1,19,0,0,0,36,9,0,0,0,0,0,0,0,24,24,0,49,1,0,7,7,3,45
Gianluca Caprari,81,PES,SERI,F,35,3112,34,1,3,8,0,0,9,4,1,4,0,107,36,21,72,15,49,10,37,8,1,29,21,47,100,890,1095,6,8,128,51,187,0,0,62,27,9,45,9,0,0,1,82,0,1778,140,415,238,660,9,140,0,482,32,3,1,0,2,5,1,53,30,29,7,3,0,72,3,0,0,0,0,0,0,0,6,6,0,27,3,0,31,5,6,97
Ilija Nes66ovski,77,PAL,SERI,F,37,3106,34,3,6,6,0,0,11,3,0,3,0,76,32,15,9,1,37,1,33,1,0,25,17,70,100,556,793,1,65,81,14,193,0,0,56,24,11,20,8,0,0,0,60,0,1288,109,189,309,344,6,46,0,415,20,1,1,0,0,0,0,2,0,15,0,0,0,74,2,0,0,0,0,0,0,0,11,10,0,25,4,0,37,5,6,39
Adam Smith,67,BOU,EPL,M/D,36,3099,34,2,0,6,0,0,1,5,0,5,0,26,6,53,55,13,30,8,24,1,13,85,60,45,70,1230,1452,13,31,175,36,220,0,1,10,1,1,16,5,0,0,0,23,1,2374,48,378,184,710,25,70,0,430,73,0,0,0,0,0,0,8,0,15,4,2,0,61,8,0,0,0,0,2,0,0,71,69,0,37,0,0,3,1,0,66
R41ain Danze,42,REN,FRAN,D,35,3091,34,1,0,2,0,0,0,2,0,2,0,7,1,68,64,15,25,1,21,2,14,64,40,33,10,1286,1676,15,52,165,13,139,0,1,4,0,0,3,1,0,0,0,11,0,2521,9,290,140,749,15,102,0,561,322,0,0,0,0,0,0,0,0,7,0,0,0,40,10,0,0,0,0,1,0,0,100,91,0,84,0,0,1,1,0,20
Andrea Belotti,66,TOR,SERI,F,35,3071,34,1,1,5,0,0,26,7,1,7,0,130,49,11,22,1,55,5,48,0,7,31,24,82,126,529,705,1,84,89,34,269,0,0,97,41,25,33,8,1,0,1,71,0,1350,194,234,308,375,2,46,0,407,14,5,2,1,2,0,0,1,0,34,2,0,0,62,3,0,0,0,0,0,0,0,31,30,0,22,1,0,36,12,19,75
Roberto Firmino,42,LIV,EPL,F,35,3068,34,1,7,5,0,0,11,7,0,7,0,100,45,27,60,11,77,10,68,1,3,56,43,51,31,1225,1544,11,64,169,69,219,0,2,68,32,9,32,13,2,0,3,79,0,2255,222,599,376,945,2,101,0,604,50,0,0,0,0,0,0,5,0,28,1,0,0,39,8,0,0,0,0,0,0,0,14,14,0,30,2,0,19,8,6,127
Charlie Daniels,67,BOU,EPL,D,34,3060,34,0,0,1,0,0,4,3,1,3,0,19,6,50,86,19,30,3,22,4,14,58,42,12,25,1321,1616,18,34,166,31,143,0,0,11,5,4,8,1,0,0,0,24,0,2377,48,434,116,788,19,109,0,489,107,0,0,0,0,0,0,12,2,15,0,0,0,53,10,0,0,0,0,1,0,0,78,68,0,62,2,1,0,0,2,40
Ralf Fahrmann,40,S04,BUND,G,34,3060,34,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,1,1,11,682,1083,0,25,327,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1503,0,28,3,164,0,7,0,416,164,0,0,0,0,0,0,0,0,0,0,0,0,40,8,80,52,28,19,1,10,4,54,51,45,268,0,0,0,0,0,0
Bernd Leno,55,LEV,BUND,G,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0,3,651,999,0,4,314,0,10,3,1,0,0,0,0,0,0,0,0,0,0,1340,0,53,2,214,0,6,0,355,213,0,0,0,0,0,0,0,0,0,0,0,0,55,6,104,78,25,12,0,3,0,31,29,20,255,0,0,0,0,0,0
Sergio Rico,49,SEV,LIGA,G,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,576,950,0,10,268,0,12,1,1,0,0,0,0,0,0,0,0,1,0,1305,0,10,3,95,0,1,0,383,96,0,0,0,0,0,0,0,0,0,0,0,0,45,11,109,61,48,13,1,4,1,38,38,24,222,0,0,0,0,0,0
Oliver Baumann,37,TSG,BUND,G,34,3060,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,962,1288,0,10,405,2,16,4,2,0,0,0,0,0,0,0,0,0,0,1696,0,23,1,161,0,0,0,334,160,0,0,0,0,0,0,0,0,0,0,0,0,37,12,115,72,42,15,0,3,1,28,26,18,258,0,0,0,0,0,2
Alexander Schwolow,60,SCF,BUND,G,34,3060,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,768,1370,0,11,311,0,12,2,1,0,0,0,0,0,0,0,0,0,0,1685,0,86,4,233,0,21,0,608,233,0,0,0,0,0,0,0,0,1,0,0,0,60,6,103,65,36,7,0,6,2,36,36,32,312,0,0,0,0,0,0
