Player Name,Goals Conceded by team per season,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,49,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,A58,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLR48,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Fallou Diagne,72,MET,FRAN,D,12,1003,12,0,3,3,0,1,0,0,0,0,0,10,2,21,6,2,5,0,5,0,7,12,10,19,5,342,451,2,27,101,7,51,1,1,5,1,0,5,1,0,0,0,6,0,591,9,63,50,158,2,13,0,135,48,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,32,32,0,46,1,0,1,1,0,10
Onur Bulut,60,SCF,BUND,M/D,21,999,12,9,7,3,0,0,0,1,0,1,0,9,3,15,15,2,12,1,10,1,5,25,17,14,21,197,312,1,23,39,12,78,0,0,4,2,0,5,1,0,0,0,15,0,541,17,64,98,123,3,41,0,203,14,0,0,0,0,0,0,1,1,6,0,0,0,18,1,0,0,0,0,1,0,0,12,10,0,15,0,0,1,1,0,33
Leonardo Bittencourt,42,KOE,BUND,M,16,977,12,4,11,3,0,0,3,5,0,4,1,22,9,16,16,4,15,6,10,0,0,30,21,16,27,208,320,4,3,52,13,72,0,0,17,8,3,5,1,0,0,0,4,0,550,41,67,63,147,2,37,0,195,12,0,0,0,0,0,0,0,0,10,0,0,0,10,1,0,0,0,0,0,0,0,4,4,0,8,1,0,2,3,3,37
Riechedly Bazoer,52,WOB,BUND,M,12,973,12,0,5,5,0,0,0,1,0,1,0,19,4,13,4,2,6,1,5,0,1,16,12,21,11,338,412,2,5,54,2,34,0,0,4,1,0,15,3,0,0,0,7,0,517,8,72,57,171,1,13,0,100,22,0,0,0,0,0,0,0,0,8,0,0,0,17,1,0,0,0,0,0,0,0,4,4,0,31,0,0,1,1,0,9
Isaac Mbenza,66,MON,FRAN,F/M,16,951,12,4,10,0,0,0,3,1,1,1,0,20,10,4,24,4,11,2,9,0,0,4,3,6,12,167,215,4,5,40,18,39,0,1,19,9,3,1,1,0,0,0,12,0,369,40,64,46,113,0,28,0,125,11,0,0,0,0,0,0,0,0,9,0,0,0,17,0,0,0,0,0,0,0,0,4,4,0,4,1,0,7,3,1,33
Moritz Hartmann,57,IGT,BUND,F,14,949,12,2,9,0,0,0,1,0,0,0,0,19,8,11,11,1,10,1,10,0,3,15,13,19,16,184,281,1,34,37,6,70,0,1,15,7,0,4,1,1,0,0,10,0,435,27,79,76,125,0,13,0,151,6,1,0,0,1,0,0,0,0,5,0,0,0,19,0,0,0,0,0,1,0,0,6,6,0,2,0,0,1,5,0,15
Sloan Privat,53,GUI,FRAN,F,20,886,12,8,12,1,0,0,3,1,0,1,0,28,11,3,1,0,6,2,5,0,0,5,3,18,12,83,134,0,55,16,2,72,0,0,26,11,3,2,0,0,0,0,13,0,249,48,34,81,53,0,7,0,98,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,8,8,0,1,0,0,14,3,3,4
Lucas Ocampos,64,GEN,SERI,F/M,14,849,12,2,11,2,0,0,3,0,0,0,0,25,10,8,28,7,7,1,6,1,0,11,10,12,17,182,254,5,25,60,19,69,0,0,18,7,2,7,3,1,0,0,30,0,503,46,69,81,137,1,34,0,189,11,1,1,0,0,0,0,4,3,11,0,0,0,16,0,0,0,0,0,0,0,0,6,6,0,12,0,0,3,2,2,38
3648as Pepe,49,SCO,FRAN,F/M,33,1309,11,22,9,2,0,0,3,1,0,1,0,45,12,15,34,8,19,3,18,0,0,36,31,23,28,337,438,7,23,84,36,121,0,0,21,7,2,24,5,1,0,0,55,0,857,65,151,151,246,1,44,0,282,16,0,0,0,0,1,0,1,1,13,1,0,0,17,0,0,0,0,0,0,0,0,6,6,0,4,0,0,5,3,2,72
Jimmy Cabot,70,FCL,FRAN,M,25,1267,11,14,5,1,0,0,5,4,0,1,3,25,12,13,138,44,29,7,15,9,0,36,25,13,16,390,508,24,1,79,40,93,0,0,23,12,5,2,0,0,0,0,35,0,935,69,160,105,311,2,124,0,320,18,0,0,0,0,3,1,44,40,31,0,0,0,27,1,0,0,0,0,0,0,0,3,3,0,35,2,0,1,3,4,65
Adam Ounas,43,GIR,FRAN,F/M,26,1218,11,15,5,5,0,1,3,2,1,1,1,25,14,18,57,14,20,5,14,4,0,21,15,13,31,322,454,7,12,75,31,94,0,0,14,10,3,11,4,0,0,0,35,0,776,33,110,111,226,2,75,0,273,18,1,1,0,0,5,2,13,11,14,0,0,0,18,0,0,0,0,0,0,0,0,3,3,0,18,1,0,2,3,1,49
Mario 55pirisi,58,CRO,SERI,D,23,1195,11,12,3,1,0,0,1,1,0,1,0,3,2,33,28,5,10,2,7,2,7,23,19,10,9,259,376,5,10,68,3,45,0,0,1,1,1,2,1,0,0,0,6,0,698,9,72,46,136,9,48,0,190,37,0,0,0,0,0,0,1,0,4,0,0,0,27,1,0,0,0,0,2,0,0,38,37,0,17,0,0,1,0,1,10
O42ier Giroud,44,ARS,EPL,F,29,1194,11,18,7,2,0,0,12,3,0,3,0,39,20,9,3,0,17,2,14,0,4,14,8,20,12,264,369,0,49,35,2,76,0,0,35,19,12,4,1,0,0,1,19,0,554,105,92,90,162,1,13,0,170,6,0,0,0,0,0,0,0,0,8,0,0,0,16,2,0,0,0,0,0,0,0,17,17,0,4,0,0,12,3,6,3
Frederic Veseli,61,EMP,SERI,M/D,17,1178,11,6,1,3,0,0,0,2,0,2,0,1,1,20,9,2,2,0,0,0,8,18,10,14,1,402,478,2,18,61,5,42,0,1,1,1,0,0,0,0,0,0,3,0,721,3,62,45,162,9,25,0,137,50,0,0,0,0,0,0,0,0,2,0,0,0,22,3,0,0,0,0,1,0,0,48,48,0,20,0,0,0,0,0,5
Walid Mesloub,70,FCL,FRAN,M,21,1176,11,10,3,2,0,1,0,1,0,1,0,22,5,9,37,10,19,4,16,2,0,21,14,13,26,692,849,4,5,70,14,65,0,0,9,4,0,13,1,0,0,0,22,0,1082,34,238,76,465,2,71,0,253,80,0,0,0,0,2,1,16,14,7,2,1,0,23,0,0,0,0,0,0,0,0,6,6,0,48,4,0,1,1,0,29
Luciano,55,LGN,LIGA,F,25,1169,11,14,7,3,0,0,4,2,1,2,0,24,8,4,7,0,12,2,10,0,2,18,15,23,13,269,354,0,13,41,5,48,0,0,17,8,4,7,0,0,0,0,24,0,537,42,93,94,165,0,19,0,167,7,1,1,0,0,0,0,0,0,6,0,0,0,19,2,0,0,0,0,0,0,0,12,11,0,10,0,0,16,2,4,11
Charles,55,MAL,LIGA,F,21,1137,11,10,4,5,0,0,3,1,1,1,0,38,15,4,1,1,8,1,7,0,3,5,4,18,24,190,289,1,60,32,1,88,0,0,34,14,3,4,1,0,0,0,11,0,443,68,81,97,131,0,9,0,148,13,0,0,0,0,0,0,0,0,5,0,0,0,16,1,0,0,0,0,0,0,0,13,13,0,4,1,0,15,3,1,4
Milan Gajic,43,GIR,FRAN,D,14,1136,11,3,0,5,0,0,0,0,0,0,0,3,0,15,34,8,14,0,14,0,3,28,16,13,6,318,429,8,7,55,9,50,0,0,0,0,0,3,0,0,0,0,12,0,789,8,89,58,179,10,36,1,222,48,0,0,0,0,0,0,0,0,5,0,0,0,15,5,0,0,0,0,0,0,0,24,24,0,24,0,0,3,0,0,13
Adrien Hunou,42,REN,FRAN,F,22,1133,11,11,5,2,0,0,1,0,0,0,0,27,8,9,11,1,12,2,12,0,0,26,22,9,20,392,507,1,9,82,12,66,0,0,21,6,1,6,2,0,0,0,17,0,730,42,119,76,246,1,22,0,189,18,0,0,0,0,0,0,2,1,10,0,0,0,14,2,0,0,0,0,0,0,0,4,4,0,10,0,1,5,4,1,20
Luca Antei,63,SAS,SERI,D,15,1111,11,4,0,4,0,0,1,0,0,0,0,7,2,29,2,0,0,0,0,0,10,38,32,14,7,353,453,0,20,56,10,75,0,0,6,2,1,1,0,0,0,0,5,0,687,9,31,43,130,3,8,0,127,72,0,0,0,0,0,0,0,0,1,0,0,0,22,4,0,0,0,0,2,0,0,79,74,0,34,0,0,0,1,0,12
Markel Susaeta,43,ATH,LIGA,F,26,1104,11,15,8,4,0,0,1,2,0,1,1,15,4,19,91,28,28,2,18,8,1,35,29,18,35,326,422,17,14,61,29,110,0,0,7,3,1,8,1,0,0,0,25,0,774,33,121,108,260,1,84,0,241,11,0,0,0,0,8,3,31,29,9,1,0,0,12,1,0,0,0,0,0,0,0,6,6,0,9,0,0,2,2,1,50
Gojko Kacar,51,FCA,BUND,M,22,1098,11,11,6,1,0,0,0,1,0,1,0,7,2,42,0,0,7,0,6,0,6,38,26,17,18,321,425,0,40,73,5,101,1,0,5,2,0,2,0,0,0,0,9,0,627,15,35,73,122,2,7,0,129,35,0,0,0,0,0,0,0,0,2,0,0,0,23,1,0,0,0,0,0,0,0,43,40,0,30,0,0,0,0,0,9
Leon Guwara,63,D98,BUND,D,17,1097,11,6,0,1,1,1,0,0,0,0,0,2,0,41,15,2,10,1,9,1,4,31,22,13,13,216,311,2,16,57,11,70,0,0,1,0,0,1,0,0,0,0,8,0,599,4,69,75,104,5,26,2,174,29,0,0,0,0,1,0,2,2,3,0,0,0,28,1,0,0,0,0,0,0,0,20,19,0,25,0,0,0,0,0,22
Gustavo G&oacute;mez,45,MIL,SERI,D,18,1083,11,7,0,4,0,0,0,0,0,0,0,5,0,26,3,0,4,0,4,0,10,24,14,11,7,568,656,0,30,40,2,62,0,0,5,0,0,0,0,0,0,0,0,0,864,12,65,31,190,4,10,0,102,74,0,0,0,0,0,0,0,0,2,0,0,0,19,2,0,0,0,0,0,0,0,79,76,0,35,0,0,0,1,0,3
Federico Di Francesco,58,BOL,SERI,F/M,24,1081,11,13,6,3,0,1,4,3,2,3,0,23,10,6,32,8,18,6,15,0,1,10,8,26,27,213,282,8,1,54,15,51,0,0,14,7,4,9,3,0,0,0,25,0,508,47,80,84,138,0,36,0,171,7,0,0,0,0,1,0,0,0,12,0,0,0,17,1,0,0,0,0,0,0,0,9,8,0,12,0,0,8,3,3,32
Robin Quaison,77,PAL,SERI,F/M,17,1079,11,6,4,5,0,0,4,0,0,0,0,23,7,10,19,1,7,1,7,0,2,12,9,23,14,217,291,1,8,35,27,61,0,0,12,3,2,11,4,2,0,0,30,0,523,40,99,105,159,3,29,0,166,3,0,0,0,0,1,0,10,7,9,0,0,0,19,0,0,0,0,0,0,0,0,14,13,0,9,1,0,2,0,1,41
Marco Asensio,41,RMA,LIGA,F/M,23,1077,11,12,6,0,0,0,3,2,0,2,0,26,11,10,28,8,23,5,19,2,0,26,22,15,15,494,554,6,5,58,24,70,0,0,17,10,3,9,1,0,0,0,18,0,802,37,170,63,336,3,51,0,150,11,0,0,0,0,0,0,7,4,6,0,0,0,15,1,0,0,0,0,0,0,0,3,3,0,12,0,0,5,3,3,42
Daniele Rugani,27,JUV,SERI,D,15,1077,11,4,1,4,0,0,2,0,0,0,0,3,2,23,1,0,1,1,1,0,5,19,12,15,12,737,829,0,25,60,4,59,0,0,2,2,2,1,0,0,0,0,3,0,976,5,61,38,240,2,4,0,106,101,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,56,55,0,39,0,0,2,0,1,5
Ibrahima Mbaye,58,BOL,SERI,M/D,16,1073,11,5,4,4,0,0,0,1,0,0,1,4,1,26,4,1,2,1,1,0,9,40,28,17,17,423,529,1,24,75,3,83,0,1,3,1,0,1,0,0,0,0,12,2,849,9,62,60,170,13,16,0,154,51,0,0,0,0,0,0,0,0,2,0,0,0,17,1,0,0,0,0,0,0,0,54,51,0,17,0,0,0,0,0,8
Haris Seferovic,43,SGE,BUND,F,25,1060,11,14,6,1,0,1,3,0,0,0,0,31,10,4,20,4,11,2,11,0,0,4,3,29,17,188,302,4,30,34,10,58,0,0,23,5,2,8,5,1,0,0,13,0,463,36,76,94,137,1,31,0,181,4,0,0,0,0,0,0,2,1,6,0,0,0,15,1,0,0,0,0,1,0,0,6,6,0,13,0,0,10,5,1,25
Pablo Zabaleta,39,MCI,EPL,D,20,1059,11,9,3,2,0,0,1,1,0,1,0,7,2,25,15,2,11,0,10,0,0,41,27,14,15,475,573,2,23,54,8,87,0,0,5,2,1,2,0,0,0,0,5,0,897,13,166,51,291,5,22,0,153,35,0,0,0,0,0,0,0,0,6,0,0,0,18,2,0,0,0,0,0,0,0,41,39,0,16,0,0,5,0,1,13
Ermin Bicakcic,37,TSG,BUND,D,18,1052,11,7,3,4,0,0,1,0,0,0,0,9,4,31,6,2,6,0,6,0,8,14,13,12,15,647,725,2,42,37,2,69,0,2,9,4,1,0,0,0,0,1,4,0,907,17,49,41,191,4,11,0,103,86,0,0,0,0,0,0,0,0,2,0,0,0,15,4,0,0,0,0,0,0,0,55,52,0,30,0,0,0,2,0,5
Bartosz Bereszynski,55,SAM,SERI,D,13,1049,11,2,1,1,0,0,0,0,1,0,0,0,0,20,29,7,3,1,3,0,2,29,25,14,15,326,429,7,19,66,21,81,0,0,0,0,0,0,0,0,0,0,12,0,810,4,70,59,155,11,34,0,185,35,0,0,0,0,0,0,0,0,7,0,0,0,23,1,0,0,0,0,1,0,0,61,61,0,10,0,0,0,0,0,29
Baissama Sankoh,53,GUI,FRAN,M/D,17,1045,11,6,2,3,0,0,0,0,0,0,0,1,0,30,4,3,3,0,3,0,13,19,16,19,19,385,451,3,25,68,11,71,0,0,0,0,0,1,0,0,0,0,6,0,640,1,49,52,139,3,8,0,94,36,0,0,0,0,0,0,0,0,1,0,0,0,17,2,0,0,0,0,0,0,0,39,38,0,26,0,0,0,0,0,14
Sofiane Feghouli,64,WHU,EPL,F/M,21,1038,11,10,6,1,0,1,3,3,0,3,0,20,7,14,64,18,19,2,16,0,1,18,12,11,18,269,377,13,9,62,18,63,0,0,12,5,3,8,2,0,0,0,13,0,625,38,102,59,203,1,66,0,208,16,0,0,0,0,2,1,13,8,10,0,0,0,22,1,0,0,0,0,1,0,0,9,9,0,26,1,0,1,0,3,30
Duncan 68more,69,SUN,EPL,F,14,1028,11,3,8,1,0,0,0,2,0,2,0,16,4,8,22,4,11,2,9,0,2,12,9,10,22,128,192,4,8,50,25,66,0,0,10,3,0,6,1,0,0,1,27,0,434,54,63,100,98,7,26,0,175,5,0,0,0,0,0,0,0,0,8,0,0,0,20,1,0,0,0,0,0,0,0,6,6,0,6,1,0,4,0,0,52
Orjan Nyland,57,IGT,BUND,G,12,1022,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,176,346,0,3,122,0,6,0,0,0,0,0,0,0,0,0,0,0,0,442,0,45,1,90,0,7,0,178,90,0,0,0,0,0,0,0,0,0,0,0,0,23,0,40,17,23,4,0,2,0,6,4,3,110,0,0,0,0,0,0
Clinton N'jie,41,OM,FRAN,F,22,1021,11,11,8,1,0,0,4,1,0,1,0,27,11,3,16,3,16,2,15,0,0,13,8,21,6,214,273,3,7,40,20,44,0,0,17,8,3,10,3,1,0,0,25,0,448,45,80,95,145,1,21,0,142,5,0,0,0,0,0,0,0,0,10,0,0,0,14,3,0,0,0,0,0,0,0,1,1,0,3,1,0,15,4,0,39
Yuto Nagatomo,49,INT,SERI,D,16,1018,11,5,4,2,0,0,0,0,0,0,0,3,1,21,20,9,1,0,1,0,5,27,23,25,9,368,477,9,18,47,10,64,1,0,1,1,0,2,0,0,0,0,9,0,728,9,88,49,210,6,25,0,161,44,0,0,0,0,0,0,0,0,6,0,0,0,17,2,0,0,0,0,0,0,0,22,22,0,20,0,1,2,0,0,11
Davide Santon,49,INT,SERI,D,14,1018,11,3,3,1,0,0,0,1,0,1,0,1,0,36,24,8,12,1,11,0,2,25,18,12,18,572,657,8,20,77,16,76,0,1,0,0,0,1,0,0,0,0,5,0,945,6,117,33,298,5,36,0,147,73,0,0,0,0,0,0,0,0,6,0,0,0,11,2,0,0,0,0,1,0,0,21,16,0,22,0,0,0,0,0,20
Isaac Cofie,64,GEN,SERI,M,15,1002,11,4,3,5,0,0,0,1,0,1,0,4,1,22,2,0,6,2,5,0,9,45,31,19,6,393,490,0,10,94,2,63,0,1,1,0,0,3,1,0,0,0,12,0,646,3,84,66,192,3,13,0,122,46,0,0,0,0,0,0,0,0,3,0,0,0,20,1,0,0,0,0,0,0,0,18,18,0,23,2,0,1,0,0,2
Aderlan Santos,65,VAL,LIGA,D,12,1001,11,1,2,1,0,0,0,0,0,0,0,2,1,33,0,0,0,0,0,0,5,24,16,13,4,333,395,0,15,48,1,44,0,0,1,0,0,1,1,0,0,0,1,0,539,3,14,34,86,0,4,1,75,52,0,0,0,0,0,0,0,0,0,1,1,0,18,0,0,0,0,0,1,0,0,59,54,0,32,0,1,3,0,0,1
Koffi,70,FCL,FRAN,M,12,999,11,1,2,0,0,0,0,1,0,1,0,6,1,25,35,9,8,0,7,0,1,21,12,6,11,343,423,9,12,78,14,58,0,0,0,0,0,6,1,0,0,0,11,0,733,11,90,45,181,5,35,0,167,45,0,0,0,0,0,0,0,0,3,0,0,0,22,1,0,0,0,0,0,0,0,40,39,0,18,0,0,0,0,0,29
Tito,82,GRA,LIGA,D,12,999,11,1,2,1,0,0,0,1,0,1,0,3,0,36,28,4,6,1,5,0,8,34,26,14,9,227,335,4,9,25,3,55,1,1,2,0,0,1,0,0,0,0,5,0,666,6,50,47,115,7,25,0,190,39,0,0,0,0,0,0,0,0,3,0,0,0,30,1,0,0,0,0,0,0,0,29,23,0,8,0,0,1,0,0,10
Jeffrey Schlupp,63,CRY,EPL,M,15,997,11,4,3,0,0,0,0,0,0,0,0,3,0,25,11,2,4,0,4,0,4,31,24,4,9,207,301,2,19,64,13,71,0,1,1,0,0,2,0,0,0,1,7,0,594,13,73,47,136,8,16,0,163,40,0,0,0,0,0,0,1,0,4,0,0,0,15,3,0,0,0,0,0,0,0,44,44,0,27,0,0,0,0,0,25
T41as Hubocan,41,OM,FRAN,D,13,996,11,2,0,4,0,0,0,0,0,0,0,4,0,31,2,1,1,0,1,0,3,27,18,16,11,314,392,1,25,53,4,66,1,1,3,0,0,1,0,0,0,0,2,0,622,3,40,45,116,2,9,0,115,48,0,0,0,0,0,0,0,0,2,0,0,0,10,6,0,0,0,0,1,0,0,76,68,0,31,0,0,0,0,0,7
Jordan Ferri,48,OL,FRAN,M,28,994,11,17,6,4,0,0,1,2,0,2,0,11,3,7,16,2,19,5,16,0,1,17,9,25,15,586,674,2,5,74,17,53,0,1,7,3,1,4,0,0,1,1,27,0,855,39,163,94,352,2,24,0,169,61,0,0,0,0,0,0,1,0,5,0,0,0,14,3,0,0,0,0,0,0,0,10,9,0,21,4,0,3,0,1,24
Kiko Casilla,41,RMA,LIGA,G,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,149,221,0,5,64,0,6,0,0,0,0,0,0,0,0,0,0,0,0,301,0,5,0,20,0,2,0,72,21,0,0,0,0,0,0,0,0,0,0,0,0,10,5,23,12,11,3,0,2,1,5,5,2,44,0,0,0,0,0,0
Ruben Blanco,69,CEL,LIGA,G,11,990,11,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,143,296,0,3,75,1,4,0,0,0,0,0,0,0,0,0,0,0,0,393,0,6,2,39,0,4,0,154,39,0,0,0,0,0,0,0,0,0,0,0,0,15,2,30,24,6,5,0,5,0,17,17,11,58,0,0,0,0,0,1
Daniel Didavi,52,WOB,BUND,M,18,989,11,7,11,0,0,0,4,2,0,1,1,29,9,11,19,2,16,3,12,2,0,9,5,24,28,285,365,1,13,33,8,57,0,0,18,9,4,11,0,0,0,1,22,0,568,37,101,76,189,1,28,0,170,18,0,0,0,0,0,0,5,5,10,4,0,0,19,0,0,0,0,0,0,0,0,1,1,0,15,1,0,4,1,3,25
Benno Schmitz,39,RBL,BUND,D,16,988,11,5,4,2,0,0,0,2,0,2,0,10,1,32,17,5,8,2,6,0,5,41,35,14,10,317,469,5,22,56,2,74,0,0,6,0,0,4,1,0,0,0,5,0,796,14,112,43,195,6,28,0,204,56,0,0,0,0,0,0,0,0,6,0,0,0,19,0,0,0,0,0,0,0,0,19,18,0,22,0,0,2,0,0,5
Davide Calabria,45,MIL,SERI,D,12,988,11,1,2,3,0,0,0,1,0,1,0,9,1,21,37,8,11,3,10,0,3,39,28,14,11,423,528,8,7,67,10,65,0,0,3,1,0,6,0,0,0,0,9,0,860,14,92,50,217,10,42,0,177,49,0,0,0,0,0,0,0,0,4,0,0,0,13,4,0,0,0,0,1,0,0,25,24,0,29,0,0,0,0,0,14
Gabriel Silva,82,GRA,LIGA,D,12,977,11,1,1,3,0,0,0,0,0,0,0,1,0,32,15,2,4,0,3,1,2,15,11,14,16,240,325,2,10,45,7,47,0,0,0,0,0,1,0,0,0,0,6,0,594,6,63,45,129,5,14,0,141,31,0,0,0,0,0,0,0,0,2,0,0,0,22,1,0,0,0,0,0,0,0,32,28,0,15,0,0,3,0,0,15
Nicolas Gaitan,27,ATM,LIGA,M,22,977,11,11,7,1,0,0,3,2,0,2,0,10,6,15,49,15,20,3,12,6,1,22,14,19,24,429,529,8,10,56,19,74,0,0,8,6,3,2,0,0,0,1,17,0,771,37,181,76,316,2,74,0,194,20,0,0,0,0,5,1,19,14,9,0,0,0,3,4,0,0,0,0,0,0,0,4,4,0,22,2,0,3,2,2,34
Omar Ramos,55,LGN,LIGA,M,15,975,11,4,7,4,0,0,0,2,0,2,0,14,2,8,70,14,20,2,15,3,0,28,21,15,18,215,298,8,5,70,27,78,0,0,6,1,0,8,1,0,0,0,38,0,603,20,82,99,156,2,89,0,240,16,0,0,0,0,13,3,26,22,8,2,0,0,17,0,0,0,0,0,0,0,0,5,4,0,19,1,0,3,0,0,51
Arthur Masuaku,64,WHU,EPL,M/D,13,971,11,2,2,1,0,0,0,1,0,1,0,4,0,26,30,7,7,1,5,1,1,40,31,16,10,410,468,7,16,89,30,96,0,0,0,0,0,4,0,0,0,0,15,0,801,4,88,71,225,13,34,0,149,52,0,0,0,0,0,0,0,0,2,0,0,0,24,3,0,0,0,0,1,0,0,27,26,0,32,0,0,0,0,0,43
Andrea Raggi,31,ASM,FRAN,D,14,969,11,3,3,0,0,0,0,0,0,0,0,4,2,13,23,7,3,0,3,0,2,17,10,6,5,311,399,7,5,65,2,29,0,0,1,1,0,3,1,0,0,0,5,0,625,2,55,25,141,8,25,0,149,48,0,0,0,0,0,0,0,0,2,0,0,0,9,4,0,0,0,0,0,0,0,32,29,0,20,0,0,4,1,0,3
Alex Martinez,64,BET,LIGA,D,14,967,11,3,2,2,0,0,0,0,0,0,0,8,3,19,60,11,10,2,8,2,3,18,14,9,5,270,374,8,13,57,2,38,0,0,6,2,0,2,1,0,0,0,10,0,686,17,71,42,156,5,60,0,210,29,0,0,0,0,7,2,4,4,3,2,1,0,20,1,0,0,0,0,1,0,0,25,23,0,33,0,1,3,0,0,7
Ronael Pierre-Gabriel,42,ASS,FRAN,D,14,964,11,3,4,4,0,0,0,0,0,0,0,4,1,29,26,6,7,1,6,1,1,48,36,12,11,289,364,6,10,52,21,90,0,0,1,0,0,3,1,0,0,0,6,0,704,4,56,45,141,3,27,1,143,31,0,0,0,0,0,0,0,0,3,0,0,0,12,3,0,0,0,0,0,0,0,32,30,0,12,0,1,0,0,0,26
Havard Nordtveit,64,WHU,EPL,D,16,956,11,5,3,2,0,0,0,1,0,1,0,7,1,23,9,1,4,1,3,0,4,19,15,11,8,320,411,1,19,62,4,50,0,0,0,0,0,7,1,0,0,0,4,0,605,1,68,35,152,6,14,0,130,42,0,0,0,0,0,0,0,0,1,0,0,0,20,2,0,0,0,0,1,0,0,26,25,0,42,0,0,0,0,0,7
Ricky Alvarez,55,SAM,SERI,M,20,955,11,9,7,3,0,1,2,2,0,1,1,33,7,13,69,15,24,2,13,9,1,17,11,24,20,410,494,2,11,56,23,71,0,0,11,4,2,22,3,0,0,0,40,0,812,29,183,117,331,1,86,0,235,13,0,0,0,0,6,2,35,28,9,5,1,0,19,0,0,0,0,0,0,0,0,9,9,0,21,0,0,1,1,0,42
Roland Sallai,77,PAL,SERI,F/M,21,955,11,10,9,3,1,1,1,0,0,0,0,29,10,12,15,2,11,0,10,1,1,11,7,38,29,264,320,1,12,44,3,53,0,0,14,5,1,15,5,0,0,0,17,0,495,28,85,90,166,1,24,0,121,11,0,0,0,0,0,0,6,4,2,1,1,0,27,0,0,0,0,0,0,0,0,9,8,0,6,0,0,1,3,1,15
Erik Moran,55,LGN,LIGA,M,12,952,11,1,4,7,0,0,0,1,0,1,0,4,1,18,1,1,7,1,6,0,2,25,18,12,6,337,435,1,12,66,3,46,0,0,0,0,0,4,1,0,0,0,7,0,559,6,66,58,188,0,14,0,125,56,0,0,0,0,0,0,0,0,4,0,0,0,12,1,0,0,0,0,0,0,0,20,20,0,35,0,0,0,0,0,7
Carles Planas,69,CEL,LIGA,D,12,948,11,1,2,3,0,0,0,0,0,0,0,2,0,24,26,8,12,0,12,0,2,44,33,14,9,470,600,8,14,67,3,70,0,0,2,0,0,0,0,0,0,0,4,0,879,8,121,45,255,1,40,0,184,56,0,0,0,0,1,0,0,0,1,0,0,0,13,3,0,0,0,0,1,0,0,24,24,0,39,0,1,2,0,0,4
Levan Mchedlidze,61,EMP,SERI,F,15,947,11,4,6,3,0,0,6,0,0,0,0,27,7,2,10,1,3,0,3,0,2,7,6,24,21,183,275,1,39,19,5,72,0,0,20,6,5,7,1,1,0,0,24,0,433,45,63,97,130,0,7,0,150,9,1,0,0,1,0,0,0,0,5,0,0,0,8,4,0,0,0,0,0,0,0,9,9,0,3,0,0,12,1,2,9
Leonel Jesus Vangioni,45,MIL,SERI,D,15,944,11,4,3,4,0,0,0,0,0,0,0,6,1,13,25,5,7,0,7,0,5,23,13,13,22,321,419,5,13,55,13,70,0,0,1,0,0,5,1,0,0,0,12,0,698,3,66,51,149,12,33,0,158,31,0,0,0,0,0,0,0,0,6,0,0,0,9,4,0,0,0,0,0,0,0,31,31,0,16,0,0,1,0,0,20
Guido Marilungo,61,EMP,SERI,F,20,943,11,9,10,2,0,0,0,4,1,3,1,10,2,2,15,4,20,2,16,0,1,15,11,14,27,222,310,4,4,28,22,68,0,0,8,2,0,2,0,0,0,0,20,0,505,29,99,85,166,2,32,0,175,5,0,0,0,0,0,0,0,0,5,0,0,0,22,1,0,0,0,0,0,0,0,1,1,0,5,1,0,5,1,0,30
Jairo Samperio,55,M05,BUND,M,17,941,11,6,7,5,0,0,2,1,0,1,0,27,9,16,16,6,9,1,6,2,0,20,14,12,13,155,247,2,11,39,20,62,0,0,13,5,2,14,4,0,0,0,29,0,506,44,76,106,129,0,29,0,206,17,2,2,0,0,1,0,7,7,10,1,0,0,15,1,0,0,0,0,0,0,0,6,6,0,8,1,0,3,0,2,53
Charlie Austin,48,SOU,EPL,F,15,939,11,4,9,1,0,0,6,1,0,1,0,37,17,4,9,1,8,2,7,0,1,14,11,14,22,160,255,1,43,28,2,80,0,0,31,15,6,6,2,0,0,0,25,0,419,61,58,94,108,0,20,0,144,5,2,2,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,13,13,0,9,1,0,8,3,4,3
