Player Name,Team,Goals Conceded by team per season,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,30,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,A66,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLR43,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Erik Pieters,STO,68,EPL,D,31,2720,30,1,3,5,0,0,0,1,0,1,0,3,1,61,64,13,13,3,12,0,25,71,47,58,29,716,1000,13,53,154,9,159,1,4,2,1,0,1,0,0,0,0,19,0,1779,20,184,157,390,21,94,1,453,98,0,0,0,0,0,0,0,0,10,0,0,0,50,4,0,0,0,0,1,0,0,106,106,0,53,0,0,2,0,0,18
Andrea Masiello,ATA,39,SERI,D,31,2707,30,1,1,5,0,0,4,0,1,0,0,22,7,72,5,0,10,0,10,0,6,58,38,19,11,1582,1859,0,37,236,7,113,0,0,20,7,4,2,0,0,0,0,5,0,2329,28,227,69,615,8,25,0,319,259,0,0,0,0,0,0,2,0,6,0,0,0,31,10,0,0,0,0,0,0,0,129,129,0,188,0,0,5,3,3,11
Kepa Arrizab50ga,ATH,49,LIGA,G,30,2700,30,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,1,7,589,937,0,9,253,0,13,2,0,0,0,0,0,0,0,0,0,0,0,1218,0,67,4,262,0,7,0,356,263,0,0,0,0,0,0,0,0,0,0,0,0,43,7,99,64,32,11,1,3,2,21,21,15,368,0,0,0,0,0,0
Berat Djimsiti,BEN,84,SERI,D,30,2700,30,0,0,2,0,0,0,1,0,0,1,9,2,63,1,0,3,1,2,0,21,32,17,24,22,1410,1599,0,62,164,8,123,0,1,8,1,0,1,1,0,0,0,2,0,2004,23,83,77,342,9,8,1,208,182,0,0,0,0,0,0,0,0,1,0,0,0,61,4,0,0,0,0,3,0,0,171,171,0,96,0,0,0,1,0,10
Antonio Adan,BET,61,LIGA,G,30,2700,30,0,0,4,0,0,0,2,0,1,1,0,0,0,0,0,4,2,2,0,0,1,0,1,3,758,1125,0,5,243,5,13,1,1,0,0,0,0,0,0,0,0,0,0,1403,0,11,1,84,0,5,0,394,88,0,0,0,0,0,0,0,0,0,0,0,0,53,9,85,57,26,7,0,4,1,21,21,10,237,0,0,0,0,0,5
Papy Djilobodji,DIJ,73,FRAN,D,30,2699,30,0,0,4,0,1,0,1,0,1,0,19,5,74,5,1,8,0,6,1,25,46,30,25,28,1211,1522,1,90,195,14,173,1,4,17,5,0,2,0,0,0,0,11,0,2027,27,133,94,394,8,43,0,351,283,0,0,0,0,0,0,0,0,3,1,0,0,48,5,0,0,0,0,2,0,0,200,200,0,177,0,0,0,1,0,18
Rodrigo Ely,ALA,50,LIGA,D,31,2692,30,1,1,10,1,1,1,0,0,0,0,18,4,50,1,0,2,1,2,0,36,32,18,29,19,748,1026,0,114,129,3,163,0,0,17,4,1,1,0,0,0,0,3,0,1432,30,55,91,201,4,28,0,299,148,0,0,0,0,0,0,0,0,2,0,0,0,40,10,0,0,0,0,3,0,0,178,178,0,115,1,0,2,0,0,3
Federico Fernandez,SWA,56,EPL,D,30,2677,30,0,1,5,0,0,1,1,0,0,1,8,4,38,4,1,6,1,5,0,27,40,29,29,21,996,1210,1,71,128,1,133,0,1,7,4,1,1,0,0,0,0,4,1,1598,23,78,106,306,3,9,0,230,206,0,0,0,0,0,0,0,0,4,0,0,0,44,7,0,0,0,0,2,0,0,197,197,0,93,0,0,2,1,1,4
Jake 38ermore,WBA,56,EPL,M/D,34,2675,30,4,5,5,0,0,2,2,0,2,0,15,4,26,16,3,20,2,18,0,9,72,41,42,14,867,1103,3,23,173,19,128,0,2,8,3,2,7,1,0,0,0,27,0,1463,37,226,152,506,8,43,0,322,99,0,0,0,0,0,0,1,1,4,0,0,0,41,7,0,0,0,0,0,0,0,28,28,0,65,3,0,1,1,2,27
Fabian Ruiz,BET,61,LIGA,M,34,2662,30,4,7,3,0,0,3,6,1,6,0,40,17,42,15,2,33,3,27,0,3,83,53,27,35,1800,2084,2,26,254,69,212,1,0,7,4,0,33,13,3,0,0,49,0,2648,40,454,161,941,3,59,0,441,147,0,0,0,0,0,0,2,1,10,1,0,0,45,11,0,0,0,0,0,0,0,33,33,0,110,3,0,2,1,0,91
Lucas Lima,NAN,41,FRAN,D,33,2659,30,3,5,3,0,0,2,3,0,2,1,32,7,38,247,72,53,8,23,27,6,72,46,28,25,742,1059,33,40,193,24,161,0,0,5,1,0,27,6,2,0,0,39,0,2072,20,247,172,534,17,270,0,699,143,0,0,0,0,28,9,81,74,29,12,3,1,26,8,0,0,0,0,0,0,0,70,70,0,63,0,0,4,0,0,51
Milos Veljkovic,SVW,40,BUND,D,30,2655,30,0,1,2,0,0,1,0,0,0,0,4,1,49,8,1,5,0,5,0,14,45,31,21,25,1080,1394,1,59,88,3,119,0,1,4,1,1,0,0,0,0,0,2,1,1717,15,143,95,387,6,38,0,332,212,0,0,0,0,0,0,0,0,1,0,0,0,35,7,0,0,0,0,1,0,0,119,119,0,191,0,0,1,0,1,3
Bono,GIR,59,LIGA,G,30,2655,30,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,1,360,790,0,4,246,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,43,5,181,0,6,0,435,184,0,0,0,0,0,0,0,0,0,0,0,0,46,9,94,62,32,17,1,5,0,25,25,11,243,0,0,0,0,0,1
Hamari Traore,REN,44,FRAN,D,30,2640,30,0,3,10,0,0,0,1,0,1,0,15,2,60,63,11,19,1,18,0,12,81,57,42,37,1085,1368,11,61,193,24,197,0,0,3,0,0,12,2,0,0,0,7,0,2193,16,246,122,535,20,88,2,455,180,0,0,0,0,0,0,0,0,13,0,0,0,34,7,0,0,0,0,0,0,0,95,95,0,78,0,1,2,0,0,34
Raul Garcia,ATH,49,LIGA,F/M,34,2637,30,4,13,10,0,0,10,1,0,1,0,79,34,30,40,7,23,6,22,0,3,82,51,79,74,491,846,7,130,121,11,288,0,0,63,30,9,16,4,1,0,1,38,0,1399,115,199,256,346,2,87,0,507,36,3,3,0,0,0,0,0,0,22,1,0,0,34,4,0,0,0,0,0,0,0,21,21,0,27,3,0,16,8,6,20
Yann Sommer,BMG,52,BUND,G,30,2627,30,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,777,1112,0,10,269,0,11,3,0,0,0,0,0,0,0,0,0,0,0,1444,1,12,1,106,0,9,0,339,107,0,0,0,0,0,0,0,0,1,0,0,0,42,6,111,66,44,6,0,4,0,18,18,13,221,0,0,0,0,0,0
Pablo Fornals,VIL,50,LIGA,F/M,35,2622,30,5,8,4,0,0,3,12,2,12,0,51,14,22,30,7,52,16,40,0,3,52,33,34,32,1037,1326,6,29,195,27,139,0,0,25,8,2,26,6,1,0,0,42,0,1765,60,340,176,618,3,102,0,457,76,0,0,0,0,0,0,9,7,11,1,0,0,38,8,0,0,0,0,0,0,0,15,15,0,79,8,0,2,0,2,53
Bruno Martella,CRO,66,SERI,D,30,2619,30,0,3,3,0,0,1,3,0,3,0,24,6,46,118,24,18,3,12,3,9,30,21,7,7,652,936,22,46,168,33,116,0,1,5,2,1,19,4,0,0,0,22,0,1797,19,182,103,390,33,136,0,507,127,0,0,0,0,3,1,1,1,19,0,0,0,42,4,0,0,0,0,0,0,0,119,119,0,55,0,0,1,2,0,50
Paul Verhaegh,WOB,48,BUND,D,31,2617,30,1,5,5,0,0,2,2,0,2,0,6,5,39,62,18,19,2,16,1,10,43,37,20,32,1083,1376,18,35,87,5,110,0,0,6,5,2,0,0,0,0,0,13,0,1978,12,269,72,578,15,76,2,422,138,3,1,0,2,0,0,0,0,8,0,0,0,38,8,0,0,0,0,0,0,0,43,43,0,102,0,0,0,2,2,13
Geoffrey Kondogbia,VAL,38,LIGA,M/D,31,2617,30,1,4,11,1,1,4,4,0,4,0,28,8,62,3,1,22,4,18,0,14,88,57,57,53,1353,1548,1,45,231,55,237,0,0,11,4,2,17,4,2,0,0,62,0,2096,25,272,204,695,1,30,0,313,160,0,0,0,0,0,0,0,0,4,0,0,0,30,8,0,0,0,0,1,0,0,65,65,0,123,3,0,1,1,1,64
Marco Parolo,LAZ,49,SERI,M,31,2612,30,1,4,2,1,1,4,6,0,6,0,54,11,43,28,6,28,6,20,1,8,69,36,38,11,985,1197,6,47,161,6,133,0,0,40,9,4,14,2,0,0,0,18,0,1668,86,267,149,528,12,58,0,310,68,0,0,0,0,0,0,0,0,10,0,0,0,36,7,0,0,0,0,1,0,0,52,52,0,54,0,0,3,6,2,9
Christopher Jullien,TFC,54,FRAN,D,30,2607,30,0,2,7,0,0,1,2,0,1,1,25,8,42,2,1,9,1,7,0,19,36,25,31,7,973,1237,1,121,138,0,164,1,2,24,8,1,1,0,0,1,0,3,0,1608,48,115,94,359,6,26,0,286,240,0,0,0,0,0,0,0,0,1,0,0,0,43,9,0,0,0,0,0,0,0,174,174,0,152,0,1,1,2,1,0
Casemiro,RMA,44,LIGA,M/D,30,2601,30,0,6,8,0,0,5,3,1,3,0,32,12,63,6,2,23,5,20,0,11,109,78,59,72,1542,1745,2,64,242,11,251,0,3,12,7,5,20,5,0,0,0,33,0,2248,30,301,177,724,4,34,0,277,125,0,0,0,0,0,0,0,0,6,2,2,0,33,5,0,0,0,0,0,0,0,45,45,0,153,2,1,2,2,4,17
Mame Diouf,STO,68,EPL,F/M,35,2601,30,5,11,6,0,0,6,2,0,2,0,59,20,14,34,3,21,3,18,1,0,48,36,38,39,319,558,3,145,75,11,240,0,1,50,17,6,9,3,0,1,0,33,0,1048,95,141,250,240,6,46,0,394,11,0,0,0,0,0,0,0,0,19,0,0,0,49,3,0,0,0,0,0,0,0,70,70,0,5,0,0,23,7,4,26
Sergio Busquets,BAR,29,LIGA,M,31,2600,30,1,8,8,0,0,1,4,0,3,1,5,4,51,0,0,24,2,19,1,10,88,48,36,58,2029,2241,0,51,211,18,215,0,1,4,3,1,1,1,0,0,1,22,0,2591,18,425,128,1081,4,25,0,263,258,0,0,0,0,0,0,0,0,3,0,0,0,23,10,0,0,0,0,0,0,0,11,11,0,147,1,0,0,0,1,23
Baptiste Santamaria,SCO,52,FRAN,M,31,2598,30,1,8,6,0,0,0,0,0,0,0,18,1,43,16,3,17,1,17,0,8,60,43,48,50,920,1166,3,46,178,22,175,1,1,3,0,0,15,1,0,0,0,25,0,1558,8,177,164,438,0,31,0,322,116,0,0,0,0,0,0,1,1,1,0,0,0,43,4,0,0,0,0,0,0,0,47,47,0,84,2,0,1,0,0,25
Kevin Volland,LEV,44,BUND,F,31,2597,30,1,8,5,0,0,14,2,1,2,0,55,28,4,39,3,33,6,31,0,1,23,20,59,59,556,731,3,23,63,26,131,0,0,41,21,12,14,7,2,0,0,52,0,1178,106,217,223,385,3,65,0,367,18,0,0,0,0,1,0,1,1,18,1,1,0,34,7,0,0,0,0,0,0,0,32,32,0,18,4,0,18,8,9,64
Edinson Cavani,PSG,29,FRAN,F,32,2588,30,2,10,3,0,0,28,6,2,5,1,105,56,5,13,0,38,12,30,0,1,15,9,19,20,408,508,0,7,44,15,57,0,0,87,50,25,18,6,3,2,1,13,0,802,198,166,66,257,1,38,0,180,6,5,3,0,2,0,0,3,0,17,5,2,1,21,10,0,0,0,0,0,0,0,21,21,0,13,6,0,24,21,22,27
Felipe,SPL,59,SERI,D,30,2576,30,0,2,6,0,1,1,0,1,0,0,15,5,47,12,5,6,0,6,0,23,51,34,38,14,1025,1250,5,47,139,13,124,0,1,12,4,1,3,1,0,0,0,4,0,1672,30,118,94,379,14,41,0,261,183,0,0,0,0,1,0,0,0,5,0,0,0,41,6,0,0,0,0,1,0,0,142,142,0,104,0,1,0,2,1,15
60ir,UDI,63,SERI,D,31,2572,30,1,5,7,0,1,2,0,0,0,0,7,2,76,20,3,4,0,4,0,16,55,38,38,40,1019,1218,3,44,131,14,151,0,1,4,2,2,3,0,0,0,0,13,2,1827,12,105,109,379,23,35,0,292,183,0,0,0,0,0,0,1,1,4,0,0,0,49,4,0,0,0,0,0,0,0,139,139,0,65,0,0,1,1,1,25
Pere Pons,GIR,59,LIGA,M,31,2564,30,1,6,8,0,0,0,2,0,2,0,14,4,30,3,1,11,2,9,0,3,80,54,59,35,822,1025,1,24,176,41,180,0,0,6,1,0,8,3,0,0,0,30,0,1435,15,164,211,395,0,30,0,321,77,0,0,0,0,0,0,0,0,3,0,0,0,43,7,0,0,0,0,1,0,0,25,25,0,52,0,0,0,2,0,57
Giacomo Bonaventura,MIL,42,SERI,M,33,2551,30,3,15,3,0,0,8,3,0,2,1,63,29,33,78,14,47,2,33,10,6,29,19,18,48,1257,1429,5,28,174,34,139,0,0,29,13,7,34,16,1,1,0,38,0,1923,79,391,139,742,0,119,0,343,51,0,0,0,0,9,1,38,28,23,1,1,0,29,3,0,0,0,0,0,0,0,16,16,0,63,1,0,2,2,2,51
Marc Albrighton,LEI,60,EPL,M,34,2543,30,4,10,5,0,1,2,7,2,6,1,20,6,27,217,38,47,8,28,11,4,52,33,20,26,675,1005,20,11,172,52,141,0,0,8,4,2,12,2,0,1,0,38,0,1709,36,236,152,442,9,269,0,661,74,0,0,0,0,12,2,65,59,31,1,0,0,39,6,0,0,0,0,1,0,0,25,25,0,76,3,0,2,1,1,95
Michael Gregoritsch,FCA,46,BUND,F,32,2534,30,2,11,3,0,0,13,2,0,1,1,93,36,13,16,2,19,1,17,0,1,35,27,22,34,511,746,2,100,82,12,180,0,0,59,23,11,34,13,2,0,1,33,0,1182,122,190,194,333,1,34,0,365,38,1,1,0,0,0,0,2,1,22,11,5,0,39,3,0,0,0,0,0,0,0,55,55,0,34,1,0,11,6,9,39
Daniele Baselli,TOR,46,SERI,M,32,2532,30,2,11,11,1,1,4,2,0,2,0,35,9,56,27,11,24,0,19,3,5,63,33,53,52,1065,1295,5,34,200,22,170,0,1,19,5,3,16,4,1,0,0,40,0,1772,42,275,169,556,2,67,0,353,85,0,0,0,0,0,0,10,10,6,0,0,0,32,5,0,0,0,0,0,0,0,38,38,0,68,2,0,3,6,1,35
Antoine Griezmann,ATM,22,LIGA,F/M,32,2529,30,2,12,7,0,1,19,9,1,9,0,72,40,10,41,8,44,13,29,6,1,36,24,24,44,798,1028,2,26,120,28,133,0,0,45,29,17,27,11,2,0,0,32,0,1431,107,338,151,560,4,106,0,373,39,2,2,0,0,9,1,18,15,18,8,3,1,15,9,0,0,0,0,0,0,0,10,10,0,47,8,0,26,11,16,46
Hiroki Sakai,OM,47,FRAN,D,33,2523,30,3,6,1,0,0,0,3,0,3,0,3,1,47,47,5,14,2,9,2,7,67,46,24,27,1005,1223,5,61,126,20,175,0,1,2,1,0,1,0,0,0,0,14,0,1941,20,226,110,509,21,55,1,370,119,0,0,0,0,0,0,0,0,15,0,0,0,36,12,0,0,0,0,1,0,0,66,66,0,21,0,0,2,0,0,37
Mathieu Dossevi,MET,76,FRAN,M,30,2516,30,0,8,2,0,0,1,11,0,8,3,32,11,29,242,77,86,18,52,23,3,33,24,27,37,675,861,40,11,147,72,153,0,0,13,6,1,19,5,0,0,0,58,0,1633,80,269,202,553,4,234,0,593,37,0,0,0,0,21,4,88,82,43,1,0,0,54,3,0,0,0,0,0,0,0,8,8,0,35,0,0,6,2,1,137
Mariano,OL,43,FRAN,F,34,2515,30,4,14,6,0,0,18,4,0,3,1,98,42,3,5,0,29,4,24,1,1,16,11,34,11,340,471,0,43,49,29,99,0,0,62,28,12,36,14,6,0,1,48,0,848,125,151,194,241,0,23,0,282,9,1,1,0,0,0,0,0,0,11,8,2,0,27,5,0,0,0,0,0,0,0,20,20,0,3,3,0,23,12,12,54
Carlos Bacca,VIL,50,LIGA,F,35,2511,30,5,19,9,0,0,15,6,0,6,0,73,35,8,11,2,30,9,24,0,1,10,2,22,20,384,520,2,23,54,35,88,0,0,55,26,14,18,9,1,0,0,26,0,831,145,144,112,265,0,46,0,251,20,1,1,0,0,0,0,2,0,22,0,0,0,35,2,0,0,0,0,0,0,0,16,16,0,15,0,0,40,10,12,53
Francesco Magnanelli,SAS,59,SERI,M,32,2501,30,2,10,9,2,2,0,0,1,0,0,12,1,58,36,9,36,1,26,10,7,56,38,39,69,1368,1644,2,35,263,11,168,1,1,2,1,0,10,0,0,0,0,28,0,2088,6,337,136,752,14,119,0,364,166,0,0,0,0,10,3,19,18,1,0,0,0,39,8,0,0,0,0,0,0,0,64,64,0,178,2,0,0,0,0,16
Senad Lulic,LAZ,49,SERI,M,35,2436,30,5,16,6,1,1,3,6,3,6,0,17,8,37,90,21,38,7,31,1,4,64,40,47,45,931,1213,21,27,220,64,199,0,0,10,4,3,7,4,0,0,0,46,1,1962,66,263,195,528,7,116,0,517,81,1,1,0,0,0,0,2,1,14,0,0,0,35,5,0,0,0,0,0,0,0,32,32,0,89,3,0,9,1,2,89
Ibrahim Amadou,LIL,67,FRAN,M,30,2412,30,0,7,3,0,-1,0,0,0,0,0,15,2,41,4,2,9,0,9,0,13,44,30,23,17,1377,1572,2,29,172,11,101,2,1,8,1,0,7,1,0,0,0,10,0,1864,15,127,76,498,0,32,0,233,205,0,0,0,0,0,0,0,0,3,0,0,0,45,5,1,0,0,0,1,1,0,69,69,0,116,0,0,0,0,0,14
Y50ine Benzia,LIL,67,FRAN,F,31,2307,30,1,22,8,0,0,1,5,2,4,1,29,7,29,84,22,60,8,40,15,4,63,42,53,55,1073,1315,3,12,140,55,183,0,0,11,3,1,18,4,0,0,0,45,0,1855,37,402,168,722,4,156,0,442,91,0,0,0,0,19,5,54,44,13,1,0,0,44,2,0,0,0,0,0,0,0,10,10,0,61,8,0,2,0,0,74
Andrea Belotti,TOR,46,SERI,F,32,2672,29,3,1,2,0,0,10,4,0,4,0,86,28,6,9,3,31,6,27,0,1,32,23,60,95,420,588,3,84,82,26,233,1,0,68,23,10,18,5,0,1,0,61,0,1107,156,165,271,284,0,25,0,361,13,2,0,1,1,0,0,0,0,21,0,0,0,35,6,0,0,0,0,0,0,0,19,19,0,8,1,0,19,11,5,48
Martin Hinteregger,FCA,46,BUND,D,30,2655,29,1,0,3,0,0,0,0,0,0,0,26,4,58,5,1,8,0,8,0,27,79,51,27,22,1042,1326,1,61,153,2,162,1,2,18,3,0,8,1,0,0,0,4,0,1760,27,96,103,290,7,37,0,327,182,0,0,0,0,0,0,0,0,5,1,1,0,39,8,0,0,0,0,0,0,0,125,125,0,105,1,1,0,1,0,11
Gianmarco Ferrari,SAM,60,SERI,D,30,2644,29,1,0,4,0,0,2,0,0,0,0,9,5,31,1,0,4,0,4,0,37,13,8,21,12,1498,1696,0,49,113,6,80,2,2,9,5,2,0,0,0,0,0,5,0,1997,23,112,63,540,4,33,1,219,288,0,0,0,0,0,0,0,0,3,0,0,0,48,8,0,0,0,0,2,0,0,144,144,0,137,0,0,0,1,1,7
Gerard Pique,BAR,29,LIGA,D,30,2633,29,1,2,9,0,0,2,0,0,0,0,18,5,30,2,0,6,2,6,0,27,31,22,23,11,1657,1853,0,65,206,13,119,0,0,17,5,2,1,0,0,0,0,11,0,2176,28,146,84,537,3,15,2,225,217,0,0,0,0,0,0,0,0,2,0,0,0,23,14,0,0,0,0,0,0,0,124,124,0,143,0,0,3,4,1,16
Daniel Congre,MON,33,FRAN,D,32,2633,29,3,1,4,0,0,1,0,0,0,0,11,2,56,15,2,6,0,5,1,16,61,45,25,26,1042,1247,2,74,163,3,160,0,2,11,2,1,0,0,0,0,0,3,0,1634,22,129,96,431,7,23,0,243,191,0,0,0,0,0,0,0,0,2,0,0,0,26,10,0,0,0,0,0,0,0,113,113,0,89,0,0,1,2,1,4
Luisinho,DEP,76,LIGA,D,30,2622,29,1,1,12,0,0,1,1,1,1,0,16,4,55,88,18,18,4,17,0,4,111,77,43,49,940,1182,18,19,157,43,222,0,0,5,2,0,11,2,1,0,0,14,0,2077,20,216,128,484,21,89,0,432,147,0,0,0,0,0,0,0,0,19,0,0,0,60,5,0,0,0,0,0,0,0,92,92,0,64,0,0,2,0,0,61
Ben Mee,BRN,39,EPL,D,29,2610,29,0,0,5,0,0,0,0,0,0,0,25,8,33,3,0,6,0,6,0,41,32,19,14,29,821,1073,0,120,153,3,180,1,0,23,7,0,2,1,0,0,0,3,0,1515,42,75,104,265,9,23,2,273,179,0,0,0,0,0,0,0,0,5,1,0,0,27,9,0,0,0,0,0,0,0,210,210,0,115,0,1,3,2,0,3
Sven Ulreich,FCB,28,BUND,G,29,2610,29,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,2,593,806,0,8,245,0,11,1,0,0,0,0,0,0,0,0,0,0,0,1053,0,10,3,79,0,2,0,219,79,0,0,0,0,0,0,0,0,0,0,0,0,26,12,62,34,27,7,1,4,3,13,13,8,182,0,0,0,0,0,0
Jeremy Sorbon,GUI,59,FRAN,D,29,2610,29,0,0,1,0,0,0,0,0,0,0,4,1,52,0,0,4,0,4,0,24,30,17,18,16,949,1099,0,37,155,2,85,1,3,4,1,0,0,0,0,0,0,7,0,1428,10,53,65,236,6,6,0,168,152,0,0,0,0,0,0,0,0,1,0,0,0,41,8,0,0,0,0,0,0,0,148,148,0,121,0,0,1,1,0,2
Timo Baumgartl,VFB,36,BUND,D,29,2610,29,0,0,4,0,0,0,0,0,0,0,8,1,54,8,3,6,0,6,0,21,86,70,40,28,1212,1473,3,82,108,0,186,0,1,7,0,0,1,1,0,0,0,6,0,1933,19,140,107,450,17,42,0,301,218,0,0,0,0,0,0,0,0,2,0,0,0,29,11,0,0,0,0,1,0,0,107,107,0,124,0,0,1,1,0,1
Kyriakos Papadopoulos,HSV,53,BUND,D,29,2609,29,0,0,11,1,1,1,1,0,1,0,22,7,54,2,1,7,0,6,0,35,61,55,36,27,894,1214,1,111,130,2,198,1,1,21,7,1,1,0,0,0,0,1,0,1657,48,111,128,352,7,29,0,345,207,0,0,0,0,0,0,0,0,3,1,0,0,43,7,0,0,0,0,1,0,0,171,171,0,78,0,4,2,1,0,4
Ximo Navarro,LPM,74,LIGA,D,31,2606,29,2,1,12,0,0,0,1,0,1,0,3,1,66,11,0,5,1,4,0,16,63,43,28,51,1112,1338,0,32,203,36,179,1,2,1,0,0,2,1,0,0,0,14,1,1829,5,80,98,316,7,22,0,296,147,0,0,0,0,0,0,0,0,3,0,0,0,49,4,0,0,0,0,1,0,0,124,124,0,74,1,1,0,0,0,42
Dimitri Lienard,STR,67,FRAN,M,33,2606,29,4,7,7,0,0,5,5,0,1,4,52,19,54,266,79,61,13,22,34,2,73,50,28,37,1099,1374,28,10,243,34,154,0,1,11,5,2,41,14,3,0,0,45,0,2156,25,280,162,660,7,287,0,601,107,1,1,0,0,47,17,129,123,28,14,5,2,49,3,0,0,0,0,0,0,0,35,35,0,138,1,0,0,1,2,52
Samuel Grandsir,TRO,59,FRAN,F/M,36,2606,29,7,12,3,0,0,3,4,0,4,0,48,20,24,83,18,32,6,28,0,3,68,42,52,44,633,841,18,17,173,69,195,1,0,32,14,3,16,6,0,0,0,72,0,1533,81,272,284,433,4,107,0,515,24,0,0,0,0,0,0,4,0,31,0,0,0,39,4,0,0,0,0,0,0,0,17,17,0,28,0,0,13,5,3,135
Mohamed Fares,VER,78,SERI,M/D,30,2605,29,1,2,12,0,0,0,1,0,0,1,33,5,52,81,8,19,3,17,0,5,51,34,67,20,642,936,7,63,149,34,167,0,2,13,4,0,20,1,0,0,0,32,1,1703,40,142,221,294,32,79,0,533,69,0,0,0,0,0,0,2,1,26,0,0,0,57,4,1,0,0,0,1,0,0,100,100,0,56,1,1,1,1,0,66
Raheem Sterling,MCI,27,EPL,F,33,2592,29,4,9,3,1,1,18,11,1,11,0,87,35,9,39,7,55,12,43,1,0,19,14,39,58,983,1170,6,8,109,64,148,0,0,67,30,17,20,5,1,0,4,59,0,1719,263,491,201,797,2,92,0,416,12,1,1,0,0,0,0,6,3,40,0,0,0,23,8,0,0,0,0,1,0,0,7,7,0,8,6,0,19,12,14,119
Jean-Philippe Gbamin,M05,52,BUND,M,30,2590,29,1,1,4,0,0,1,3,0,2,1,26,11,60,6,0,14,4,11,0,10,78,63,44,37,917,1167,0,67,202,31,210,0,0,3,2,0,23,9,1,0,0,31,0,1685,7,166,166,400,5,33,0,364,133,0,0,0,0,0,0,0,0,3,7,3,0,42,7,0,0,0,0,0,0,0,77,77,0,94,1,0,0,1,0,63
Gabriel Paulista,VAL,38,LIGA,D,30,2584,29,1,0,5,1,1,0,0,1,0,0,16,4,51,1,0,3,0,3,0,14,47,27,23,19,1186,1365,0,64,166,5,130,0,2,14,3,0,2,1,0,0,0,0,0,1723,19,63,62,285,6,11,0,195,166,0,0,0,0,0,0,0,0,2,1,0,0,27,9,0,0,0,0,1,0,0,136,136,0,87,1,3,0,1,0,5
Adrien Th4750on,NAN,41,FRAN,M,36,2583,29,7,16,4,0,0,5,3,0,3,0,58,16,17,55,8,32,7,29,0,4,72,52,27,32,963,1242,8,13,203,19,136,0,0,37,12,4,21,4,1,0,1,46,0,1754,86,321,171,612,2,73,0,442,61,0,0,0,0,0,0,0,0,18,0,0,0,33,5,0,0,0,0,0,0,0,19,19,0,26,2,0,6,2,1,33
Borja Valero,INT,30,SERI,M,36,2571,29,7,14,3,0,0,2,0,0,0,0,18,8,18,23,2,35,2,33,2,4,46,31,27,39,1842,2012,1,9,189,21,115,0,1,10,5,2,8,3,0,0,0,40,0,2359,26,514,136,1125,6,70,0,278,168,0,0,0,0,3,0,11,3,11,0,0,0,24,5,0,0,0,0,0,0,0,35,35,0,113,3,0,0,1,1,29
Gideon Jung,HSV,53,BUND,D,30,2570,29,1,2,7,0,1,1,1,0,1,0,7,2,49,4,1,9,1,8,0,11,58,41,60,53,816,1036,1,44,152,11,165,0,1,4,1,1,3,1,0,0,0,14,0,1392,17,120,147,332,7,30,1,278,138,0,0,0,0,0,0,0,0,4,0,0,0,46,6,0,0,0,0,1,0,0,65,65,0,59,2,0,2,0,1,21
Eiji Kawashima,MET,76,FRAN,G,29,2570,29,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,1,1,3,371,751,0,1,269,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1057,0,34,6,170,0,9,0,390,172,0,0,0,0,0,0,0,0,1,0,0,0,60,2,112,68,40,13,0,2,2,15,15,5,228,0,0,0,0,0,0
Marten De Roon,ATA,39,SERI,M/D,34,2569,29,5,4,8,1,1,3,2,0,2,0,26,9,45,4,2,19,3,17,0,5,77,50,59,20,1415,1673,2,48,199,11,156,0,0,12,6,3,14,3,0,0,0,17,0,2039,45,404,165,867,3,36,0,314,200,2,1,1,0,0,0,0,0,4,0,0,0,25,9,0,0,0,0,0,0,0,33,33,0,93,0,0,0,2,1,13
Joseba Zaldua,LGN,51,LIGA,D,30,2560,29,1,3,9,0,1,1,0,0,0,0,11,3,61,78,18,15,3,14,1,5,68,52,43,62,626,857,18,48,122,31,207,0,0,6,2,1,5,1,0,1,0,15,0,1718,32,199,129,361,7,83,0,418,73,0,0,0,0,0,0,0,0,13,0,0,0,31,12,0,0,0,0,0,0,0,79,79,0,45,0,0,2,0,1,57
